area,waterbody,gazetted_name,local_name_1,local_name_2,analysis_yr,species,natural_adult_spawners,natural_jack_spawners,natural_spawners_total,adult_broodstock_removals,jack_broodstock_removals,total_broodstock_removals,other_removals,total_return_to_river,enumeration_methods,adult_presence,jack_presence,start_dtt,end_dtt,natural_adult_females,natural_adult_males,effective_females,weighted_pct_spawn,watershed_cde,waterbody_id,population,run_type,stream_arrival_dt_from,stream_arrival_dt_to,start_spawn_dt_from,start_spawn_dt_to,peak_spawn_dt_from,peak_spawn_dt_to,end_spawn_dt_from,end_spawn_dt_to,accuracy,precision,index_yn,reliability,estimate_stage,estimate_classification,no_inspections_used,estimate_method,created_dtt,updated_dtt,act_id,pop_id,gfe_id
4D,MORICE LAKE,MORICE LAKE,MORICE LAKE,NA,1967,Sockeye,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE OBSERVED,UNKNOWN,NA,NA,NA,NA,NA,NA,460-600600-00000-00000-0000-0000-000-000-000-000-000-000,01266MORR,Morice Lake (Smithers) Sockeye,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Not Applicable,01-JAN-00,NA,860740,49189,557
4C,KISPIOX RIVER,KISPIOX RIVER,KISPIOX RIVER,NA,1961,Chinook,NA,NA,NA,NA,NA,NA,NA,25,NA,PRESENT,UNKNOWN,08-SEP-61,14-SEP-61,NA,NA,NA,NA,470-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000KISP,Kispiox River (Hazelton) Chinook,NA,NA,NA,15-AUG-61,NA,15-SEP-61,NA,15-OCT-61,NA,UNK,UNK,NA,NA,NEAR FINAL,UNKNOWN,NA,Unknown Estimate Method,01-JAN-00,NA,904690,49238,566
4D,MORICE LAKE,MORICE LAKE,MORICE LAKE,NA,1985,Coho,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT INSPECTED,UNKNOWN,NA,NA,NA,NA,NA,NA,460-600600-00000-00000-0000-0000-000-000-000-000-000-000,01266MORR,Morice Lake (Smithers) Coho,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Not Applicable,01-JAN-00,NA,929603,49190,557
4D,BULKLEY RIVER - UPPER,BULKLEY RIVER,BULKLEY RIVER - UPPER,NA,1955,Pink,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE OBSERVED,UNKNOWN,NA,NA,NA,NA,NA,NA,460-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000BULK,Bulkley River - Upper (Smithers) Pink,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Not Applicable,01-JAN-00,NA,838652,47857,541
4C,EAST KISPIOX RIVER,EAST KISPIOX RIVER,EAST KISPIOX RIVER,NA,1975,Coho,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT INSPECTED,UNKNOWN,NA,NA,NA,NA,NA,NA,470-734700-00000-00000-0000-0000-000-000-000-000-000-000,00000KISP,East Kispiox River (Hazelton) Coho,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Not Applicable,01-JAN-00,NA,883139,49345,589
4D,MORICE RIVER,MORICE RIVER,MORICE RIVER,NA,1973,Pink,NA,NA,NA,NA,NA,NA,NA,14000,NA,PRESENT,UNKNOWN,07-SEP-73,22-SEP-73,NA,NA,NA,NA,460-600600-00000-00000-0000-0000-000-000-000-000-000-000,00000MORR,Morice River (Smithers) Pink,NA,NA,NA,15-SEP-73,NA,15-SEP-73,NA,15-SEP-73,NA,UNK,UNK,NA,NA,NEAR FINAL,UNKNOWN,NA,Unknown Estimate Method,01-JAN-00,NA,855751,49186,556
4D,MORICE LAKE,MORICE LAKE,MORICE LAKE,NA,1993,Coho,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT INSPECTED,UNKNOWN,NA,NA,NA,NA,NA,NA,460-600600-00000-00000-0000-0000-000-000-000-000-000-000,01266MORR,Morice Lake (Smithers) Coho,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Not Applicable,01-JAN-00,NA,758259,49190,557
4C,KISPIOX RIVER,KISPIOX RIVER,KISPIOX RIVER,NA,1982,Chum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT INSPECTED,UNKNOWN,NA,NA,NA,NA,NA,NA,470-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000KISP,Kispiox River (Hazelton) Chum,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Not Applicable,01-JAN-00,NA,896941,49237,566
4D,MORICE RIVER,MORICE RIVER,MORICE RIVER,NA,1965,Sockeye,NA,NA,NA,NA,NA,NA,NA,200,NA,PRESENT,UNKNOWN,01-AUG-65,15-NOV-65,NA,NA,NA,NA,460-600600-00000-00000-0000-0000-000-000-000-000-000-000,00000MORR,Morice River (Smithers) Sockeye,NA,NA,NA,05-SEP-65,NA,10-OCT-65,NA,31-OCT-65,NA,UNK,UNK,NA,NA,NEAR FINAL,UNKNOWN,NA,Unknown Estimate Method,01-JAN-00,NA,928429,49184,556
4C,KISPIOX RIVER,KISPIOX RIVER,KISPIOX RIVER,NA,1956,Coho,NA,NA,NA,NA,NA,NA,NA,7500,NA,PRESENT,UNKNOWN,16-AUG-56,06-OCT-56,NA,NA,NA,NA,470-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000KISP,Kispiox River (Hazelton) Coho,NA,NA,NA,28-AUG-56,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,NEAR FINAL,UNKNOWN,NA,Unknown Estimate Method,01-JAN-00,NA,838406,49235,566
4D,MORICE RIVER,MORICE RIVER,MORICE RIVER,NA,1957,Chinook,NA,NA,NA,NA,NA,NA,NA,15000,NA,PRESENT,UNKNOWN,08-SEP-57,10-OCT-57,NA,NA,NA,NA,460-600600-00000-00000-0000-0000-000-000-000-000-000-000,00000MORR,Morice River (Smithers) Chinook,NA,NA,NA,01-SEP-57,NA,15-SEP-57,NA,30-SEP-57,NA,UNK,UNK,NA,NA,NEAR FINAL,UNKNOWN,NA,Unknown Estimate Method,01-JAN-00,NA,858695,49188,556
4D,MORICE RIVER,MORICE RIVER,MORICE RIVER,NA,1977,Pink,NA,NA,NA,NA,NA,NA,NA,25000,NA,PRESENT,UNKNOWN,09-SEP-77,NA,NA,NA,NA,NA,460-600600-00000-00000-0000-0000-000-000-000-000-000-000,00000MORR,Morice River (Smithers) Pink,NA,NA,NA,15-AUG-77,NA,15-AUG-77,NA,15-SEP-77,NA,UNK,UNK,NA,NA,NEAR FINAL,UNKNOWN,NA,Unknown Estimate Method,01-JAN-00,NA,853848,49186,556
4B,ZYMOETZ RIVER - LOWER,ZYMOETZ RIVER,ZYMOETZ RIVER - LOWER,COPPER RIVER,1992,Chum,NA,NA,NA,NA,NA,NA,NA,200,NA,PRESENT,UNKNOWN,NA,NA,NA,NA,NA,NA,440-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000ZYMO,Zymoetz River - Lower (Terrace) Chum,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,01-JAN-00,NA,989921,47818,533
4B,KITSUMKALUM RIVER - LOWER,KITSUMKALUM RIVER,KITSUMKALUM RIVER - LOWER,KALUM RIVER,1954,Coho,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT INSPECTED,UNKNOWN,NA,NA,NA,NA,NA,NA,430-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000KLUM,Kitsumkalum River - Lower (Terrace) Coho,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Not Applicable,01-JAN-00,NA,1014169,47756,521
4D,MORICE RIVER,MORICE RIVER,MORICE RIVER,NA,2003,Pink,80000,NA,NA,NA,NA,NA,NA,NA,Helicopter,PRESENT,NA,NA,NA,NA,NA,NA,NA,460-600600-00000-00000-0000-0000-000-000-000-000-000-000,00000MORR,Morice River (Smithers) Pink,NA,11-AUG-03,20-AUG-03,21-AUG-03,30-AUG-03,01-SEP-03,10-SEP-03,11-SEP-03,20-SEP-03,UNK,UNK,NA,NA,FINAL,RELATIVE ABUNDANCE (TYPE-3),2,Other Estimate Method,03-FEB-06,NA,49753790,49186,556
4B,KITSUMKALUM RIVER - LOWER,KITSUMKALUM RIVER,KITSUMKALUM RIVER - LOWER,KALUM RIVER,1999,Chinook,10000,NA,NA,NA,NA,NA,NA,NA,Other,PRESENT,NA,NA,NA,NA,NA,NA,NA,430-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000KLUM,Kitsumkalum River - Lower (Terrace) Chinook,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,TRUE ABUNDANCE (TYPE-2),NA,Other Estimate Method,03-FEB-06,NA,89939197,47759,521
4B,KITSUMKALUM RIVER - LOWER,KITSUMKALUM RIVER,KITSUMKALUM RIVER - LOWER,KALUM RIVER,1998,Pink,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT INSPECTED,NA,NA,NA,NA,NA,NA,NA,430-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000KLUM,Kitsumkalum River - Lower (Terrace) Pink,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,0,Unknown Estimate Method,03-FEB-06,NA,56728259,47757,521
4B,KITSUMKALUM RIVER - UPPER,KITSUMKALUM RIVER,KITSUMKALUM RIVER - UPPER,BEAVER RIVER,2002,Coho,NA,NA,NA,NA,NA,NA,NA,NA,Helicopter,PRESENT,NA,NA,NA,NA,NA,NA,NA,430-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000KLUM,Kitsumkalum River - Upper (Terrace) Coho,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,0,Unknown Estimate Method,03-FEB-06,NA,36854999,47751,520
4B,KITSUMKALUM RIVER - LOWER,KITSUMKALUM RIVER,KITSUMKALUM RIVER - LOWER,KALUM RIVER,2008,Chinook,10374,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,UNKNOWN,NA,NA,NA,NA,NA,NA,430-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000KLUM,Kitsumkalum River - Lower (Terrace) Chinook,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,N,NA,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Mark & Recapture: Petersen,21-AUG-09,NA,80913320,47759,521
4D,BULKLEY RIVER - UPPER,BULKLEY RIVER,BULKLEY RIVER - UPPER,NA,2008,Pink,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT INSPECTED,UNKNOWN,06-AUG-08,20-SEP-08,NA,NA,NA,NA,460-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000BULK,Bulkley River - Upper (Smithers) Pink,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,Y,NA,FINAL,PRESENCE-ABSENCE (TYPE-6),NA,Expert Opinion,21-AUG-09,NA,33393993,47857,541
4B,KITSUMKALUM RIVER - UPPER,KITSUMKALUM RIVER,KITSUMKALUM RIVER - UPPER,BEAVER RIVER,2008,Sockeye,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT INSPECTED,UNKNOWN,02-DEC-08,02-DEC-08,NA,NA,NA,NA,430-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000KLUM,Kitsumkalum River - Upper (Terrace) Sockeye,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,Y,NA,FINAL,PRESENCE-ABSENCE (TYPE-6),NA,Expert Opinion,21-AUG-09,NA,60395087,47750,520
4B,ZYMOETZ RIVER - UPPER,ZYMOETZ RIVER,ZYMOETZ RIVER- UPPER,MCDONELL LAKE SYSTEM,1999,Coho,NA,NA,NA,NA,NA,NA,NA,NA,Helicopter,PRESENT,NA,NA,NA,NA,NA,NA,NA,440-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000ZYMO,Zymoetz River- Upper (Terrace) Coho,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,2,Unknown Estimate Method,03-FEB-06,NA,20212408,47821,534
4B,ZYMOETZ RIVER - LOWER,ZYMOETZ RIVER,ZYMOETZ RIVER - LOWER,COPPER RIVER,2001,Chinook,NA,NA,NA,NA,NA,NA,NA,NA,Helicopter,PRESENT,NA,NA,NA,NA,NA,NA,NA,440-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000ZYMO,Zymoetz River - Lower (Terrace) Chinook,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,1,Unknown Estimate Method,03-FEB-06,NA,58049058,47819,533
4C,KISPIOX RIVER,KISPIOX RIVER,KISPIOX RIVER,NA,1998,Sockeye,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT INSPECTED,NA,NA,NA,NA,NA,NA,NA,470-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000KISP,Kispiox River (Hazelton) Sockeye,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,0,Unknown Estimate Method,03-FEB-06,NA,62410750,49234,566
4D,BULKLEY RIVER - LOWER,BULKLEY RIVER,BULKLEY RIVER - LOWER,NA,2006,Coho,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,UNKNOWN,15-SEP-06,17-OCT-06,NA,NA,NA,NA,460-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000BULK,Bulkley River - Lower (Smithers) Coho,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,Y,NA,FINAL,PRESENCE-ABSENCE (TYPE-6),2,Other Estimate Method,03-AUG-07,NA,79094472,47851,540
4D,MORICE LAKE,MORICE LAKE,MORICE LAKE,NA,2006,Coho,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT INSPECTED,UNKNOWN,08-SEP-06,08-SEP-06,NA,NA,NA,NA,460-600600-00000-00000-0000-0000-000-000-000-000-000-000,01266MORR,Morice Lake (Smithers) Coho,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,Y,NA,FINAL,PRESENCE-ABSENCE (TYPE-6),NA,Expert Opinion,03-AUG-07,NA,28241218,49190,557
4C,KISPIOX RIVER,KISPIOX RIVER,KISPIOX RIVER,NA,2010,Chum,335,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,UNKNOWN,10-AUG-10,15-SEP-10,NA,NA,NA,NA,470-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000KISP,Kispiox River (Hazelton) Chum,NA,21-AUG-10,30-AUG-10,11-SEP-10,20-SEP-10,11-SEP-10,20-SEP-10,01-OCT-10,30-OCT-10,UNK,UNK,N,NA,FINAL,RELATIVE ABUNDANCE (TYPE-4),2,Peak Live + Dead,13-JUL-11,NA,66426143,49237,566
4B,ZYMOETZ RIVER - UPPER,ZYMOETZ RIVER,ZYMOETZ RIVER- UPPER,MCDONELL LAKE SYSTEM,2007,Coho,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,UNKNOWN,10-AUG-07,23-OCT-07,NA,NA,NA,NA,440-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000ZYMO,Zymoetz River- Upper (Terrace) Coho,NA,01-SEP-07,10-SEP-07,01-OCT-07,10-OCT-07,11-OCT-07,20-OCT-07,01-NOV-07,10-NOV-07,UNK,UNK,N,NA,FINAL,PRESENCE-ABSENCE (TYPE-6),1,Expert Opinion,12-SEP-08,NA,74497991,47821,534
4B,ZYMOETZ RIVER - UPPER,ZYMOETZ RIVER,ZYMOETZ RIVER- UPPER,MCDONELL LAKE SYSTEM,2011,Chinook,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,UNKNOWN,26-AUG-11,18-OCT-11,NA,NA,NA,NA,440-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000ZYMO,Zymoetz River- Upper (Terrace) Chinook,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,PRESENCE-ABSENCE (TYPE-6),NA,Expert Opinion,30-JUL-12,NA,33111312,47824,534
4B,ZYMOETZ RIVER - UPPER,ZYMOETZ RIVER,ZYMOETZ RIVER- UPPER,MCDONELL LAKE SYSTEM,1993,Coho,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT INSPECTED,UNKNOWN,NA,NA,NA,NA,NA,NA,440-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000ZYMO,Zymoetz River- Upper (Terrace) Coho,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Not Applicable,24-DEC-15,NA,15837542,47821,534
4B,ZYMOETZ RIVER - LOWER,ZYMOETZ RIVER,ZYMOETZ RIVER - LOWER,COPPER RIVER,1997,Chum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT INSPECTED,UNKNOWN,NA,NA,NA,NA,NA,NA,440-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000ZYMO,Zymoetz River - Lower (Terrace) Chum,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Not Applicable,24-DEC-15,NA,52328210,47818,533
4C,KISPIOX RIVER,KISPIOX RIVER,KISPIOX RIVER,NA,2013,Sockeye,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT INSPECTED,UNKNOWN,NA,NA,NA,NA,NA,NA,470-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000KISP,Kispiox River (Hazelton) Sockeye,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Not Applicable,24-DEC-15,NA,40257435,49234,566
4D,BULKLEY RIVER - LOWER,BULKLEY RIVER,BULKLEY RIVER - LOWER,NA,2014,Chinook,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT INSPECTED,UNKNOWN,NA,NA,NA,NA,NA,NA,460-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000BULK,Bulkley River - Lower (Smithers) Chinook,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Not Applicable,24-DEC-15,NA,19969325,47854,540
4D,BULKLEY RIVER - UPPER,BULKLEY RIVER,BULKLEY RIVER - UPPER,NA,1991,Pink,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT INSPECTED,UNKNOWN,NA,NA,NA,NA,NA,NA,460-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000BULK,Bulkley River - Upper (Smithers) Pink,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Not Applicable,24-DEC-15,NA,59443118,47857,541
4B,KITSUMKALUM LAKE,KITSUMKALUM LAKE,KITSUMKALUM LAKE,KALUM LAKE,1991,Coho,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT INSPECTED,UNKNOWN,NA,NA,NA,NA,NA,NA,430-000000-00000-00000-0000-0000-000-000-000-000-000-000,00511KLUM,Kitsumkalum Lake (Terrace) Coho,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Not Applicable,24-DEC-15,NA,93152913,47746,519
4D,BULKLEY RIVER - LOWER,BULKLEY RIVER,BULKLEY RIVER - LOWER,NA,2010,Chinook,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT INSPECTED,UNKNOWN,NA,NA,NA,NA,NA,NA,460-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000BULK,Bulkley River - Lower (Smithers) Chinook,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Not Applicable,24-DEC-15,NA,61642254,47854,540
4D,BULKLEY RIVER - LOWER,BULKLEY RIVER,BULKLEY RIVER - LOWER,NA,2011,Sockeye,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT INSPECTED,UNKNOWN,NA,NA,NA,NA,NA,NA,460-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000BULK,Bulkley River - Lower (Smithers) Sockeye,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Not Applicable,24-DEC-15,NA,86978552,47850,540
4B,KITSUMKALUM RIVER - LOWER,KITSUMKALUM RIVER,KITSUMKALUM RIVER - LOWER,KALUM RIVER,1924,Coho,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,UNKNOWN,NA,NA,NA,NA,NA,NA,430-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000KLUM,Kitsumkalum River - Lower (Terrace) Coho,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,27-OCT-14,NA,63698404,47756,521
4C,KISPIOX RIVER,KISPIOX RIVER,KISPIOX RIVER,NA,1994,Coho,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNKNOWN,UNKNOWN,NA,NA,NA,NA,NA,NA,470-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000KISP,Kispiox River (Hazelton) Coho,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Not Applicable,24-DEC-15,NA,73538243,49235,566
4C,KISPIOX RIVER,KISPIOX RIVER,KISPIOX RIVER,NA,1996,Sockeye,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT INSPECTED,UNKNOWN,NA,NA,NA,NA,NA,NA,470-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000KISP,Kispiox River (Hazelton) Sockeye,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Not Applicable,24-DEC-15,NA,73896002,49234,566
4D,MORICE RIVER,MORICE RIVER,MORICE RIVER,NA,1990,Sockeye,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE OBSERVED,UNKNOWN,NA,NA,NA,NA,NA,NA,460-600600-00000-00000-0000-0000-000-000-000-000-000-000,00000MORR,Morice River (Smithers) Sockeye,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Not Applicable,24-DEC-15,NA,18151845,49184,556
4B,KITSUMKALUM RIVER - UPPER,KITSUMKALUM RIVER,KITSUMKALUM RIVER - UPPER,BEAVER RIVER,2010,Coho,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT INSPECTED,UNKNOWN,NA,NA,NA,NA,NA,NA,430-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000KLUM,Kitsumkalum River - Upper (Terrace) Coho,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Not Applicable,24-DEC-15,NA,92611738,47751,520
4B,KITSUMKALUM RIVER - UPPER,KITSUMKALUM RIVER,KITSUMKALUM RIVER - UPPER,BEAVER RIVER,1986,Sockeye,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNKNOWN,UNKNOWN,NA,NA,NA,NA,NA,NA,430-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000KLUM,Kitsumkalum River - Upper (Terrace) Sockeye,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Not Applicable,24-DEC-15,NA,82965805,47750,520
4B,KITSUMKALUM RIVER - UPPER,KITSUMKALUM RIVER,KITSUMKALUM RIVER - UPPER,BEAVER RIVER,1986,Chinook,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNKNOWN,UNKNOWN,NA,NA,NA,NA,NA,NA,430-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000KLUM,Kitsumkalum River - Upper (Terrace) Chinook,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Not Applicable,24-DEC-15,NA,27404827,47754,520
4B,KITSUMKALUM RIVER - UPPER,KITSUMKALUM RIVER,KITSUMKALUM RIVER - UPPER,BEAVER RIVER,1987,Chinook,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNKNOWN,UNKNOWN,NA,NA,NA,NA,NA,NA,430-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000KLUM,Kitsumkalum River - Upper (Terrace) Chinook,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Not Applicable,24-DEC-15,NA,29215577,47754,520
4B,ZYMOETZ RIVER - LOWER,ZYMOETZ RIVER,ZYMOETZ RIVER - LOWER,COPPER RIVER,1944,Coho,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,UNKNOWN,NA,NA,NA,NA,NA,NA,440-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000ZYMO,Zymoetz River - Lower (Terrace) Coho,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,27-OCT-14,NA,50694591,47816,533
4B,ZYMOETZ RIVER - LOWER,ZYMOETZ RIVER,ZYMOETZ RIVER - LOWER,COPPER RIVER,1944,Chum,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,UNKNOWN,NA,NA,NA,NA,NA,NA,440-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000ZYMO,Zymoetz River - Lower (Terrace) Chum,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,27-OCT-14,NA,93126252,47818,533
4C,KISPIOX RIVER,KISPIOX RIVER,KISPIOX RIVER,NA,1929,Chum,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,UNKNOWN,NA,NA,NA,NA,NA,NA,470-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000KISP,Kispiox River (Hazelton) Chum,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,27-OCT-14,NA,32245527,49237,566
4C,KISPIOX RIVER,KISPIOX RIVER,KISPIOX RIVER,NA,1929,Chinook,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,UNKNOWN,NA,NA,NA,NA,NA,NA,470-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000KISP,Kispiox River (Hazelton) Chinook,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,27-OCT-14,NA,51136857,49238,566
4B,ZYMOETZ RIVER - LOWER,ZYMOETZ RIVER,ZYMOETZ RIVER - LOWER,COPPER RIVER,1945,Chinook,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNKNOWN,UNKNOWN,NA,NA,NA,NA,NA,NA,440-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000ZYMO,Zymoetz River - Lower (Terrace) Chinook,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,27-OCT-14,NA,97088801,47819,533
